LEAID,NAME,CITY,STATE,MEMBER_alt,revised,hasReassignedSchools,altRatio_99,altRatio,altRatio_growth,pupMONEY_reg,pupMONEY_alt,pdiff_pupMONEY,hasCounc_reg,hasCounc_alt,pdiff_hasCounc,puptch_reg,puptch_alt,pdiff_puptch,TEACH_FYSY_RATIO_reg,TEACH_FYSY_RATIO_alt,pdiff_TEACH_FYSY_RATIO,TEACH_ABSENT_RATIO_reg,TEACH_ABSENT_RATIO_alt,pdiff_TEACH_ABSENT_RATIO,gradRate_reg,gradRate_alt,ppdiff_gradRate
0803810,ESTES PARK SCHOOL DISTRICT R-3,ESTES PARK,CO,23,FALSE,FALSE,0,0.0393835616438356,0.0393835616438356,6073.6734991119,2258.7544,-0.628107371868067,1,0,-1,13.1096682980999,19.0082644628099,0.449942441759944,0.106970324361629,0.504132231404959,3.7128232471341,0.161030595813205,0,-1,87,,
0803870,"FALCON SCHOOL DISTRICT NO. 49, IN THE COUNTY OF EL PASO",FALCON,CO,3398,FALSE,FALSE,0,0.320324283559578,0.320324283559578,3465.04964117484,3656.02905837489,0.0551159253046941,1,1,0,25.3001500987126,20.1456310679612,-0.203734721360951,0.0607680527060999,0.811585058051489,12.3554560646638,0.317854769266333,0.126198889449773,-0.602966821164701,92.4760793465578,33.8752941176471,-58.6007852289107
0803990,POUDRE SCHOOL DISTRICT R-1,FORT COLLINS,CO,496,FALSE,TRUE,0.023374529822676,0.0316548599144808,0.00828033009180484,4108.97471828666,5270.01607569721,0.282562302523653,0.941176470588235,1,0.0625,18.6465738720741,14.6452222215747,-0.21458910778736,0.0545404572125094,0.0109029913335197,-0.800093510565236,0.27828300331019,0.291864691081912,0.0488053083018633,85.3556618819777,37,-48.3556618819777
0804050,"SCHOOL DISTRICT NO. RE-3, FORT MORGAN",FORT MORGAN,CO,42,FALSE,FALSE,0.0162829870859068,0.0227149810708491,0.00643199398494231,3485.47798231067,7181.79292682927,1.0604901144916,1,1,0,16.9942862263485,10.5,-0.38214527752743,0.277777777777778,0.25,-0.1,0.0714285714285714,0,-1,78,,
0804080,"FOUNTAIN SCHOOL DISTRICT NO. 8, IN THE COUNTY OF EL PASO",FOUNTAIN,CO,119,FALSE,FALSE,0.0216763005780347,0.034019439679817,0.0123431391017824,3508.57006205674,5772.18371900827,0.645167010182087,1,1,0,16.6673902218625,13.1782945736434,-0.20933665089586,0.103346456692913,0.212765957446809,1.05876393110436,0.0639763779527559,0,-1,90,,
0804260,ROARING FORK SCHOOL DISTRICT NO. RE-1,GLENWOOD SPRINGS,CO,84,FALSE,TRUE,0.0181543116490166,0.0280093364454818,0.00985502479646519,4407.76109433962,5089.03788235294,0.154563002266208,1,1,0,16.5315090569696,22.0472440944882,0.333649820987948,0.121998558198858,0,-1,0.188765041867687,0,-1,85.3333333333333,,
0804350,MESA COUNTY VALLEY SCHOOL DISTRICT NO. 51,GRAND JUNCTION,CO,625,FALSE,TRUE,0.0274364104029723,0.0516102394715111,0.0241738290685389,4846.92697400347,5565.4061102107,0.148233951132501,0.9375,0.5,-0.466666666666667,17.3128546318523,166.913850760631,8.64103576850589,0.112588945266761,0.100857286938981,-0.104199025046226,0.364788182664305,0.554715078164398,0.520649803162271,83.057719054242,27,-56.057719054242
0804410,"GREELEY SCHOOL DISTRICT NO. 6, IN THE COUNTY OF WELD",GREELEY,CO,451,FALSE,FALSE,0.0132636655948553,0.0404956451468079,0.0272319795519526,3828.29079689836,3076.63849315069,-0.196341485959387,0.833333333333333,0.5,-0.4,19.2516518604055,18.3912022866566,-0.044694843849662,0.273282979097137,0.219512195121951,-0.196758627825384,0.284349200772879,0.585365853658537,1.05861613842232,84.1554325955734,54,-30.1554325955734
0804800,JEFFERSON COUNTY SCHOOL DISTRICT NO. R-1,GOLDEN,CO,854,FALSE,FALSE,0.0165927114803625,0.0210075765030011,0.00441486502263854,4305.11588935234,5738.71747976879,0.332999535265036,0.916666666666667,0.5,-0.454545454545455,17.9771014302622,14.2905340481921,-0.20507017754621,0.125359695758844,0.255141745414119,1.03527731835708,0.298857167645939,0.430794886047804,0.441474164535262,87.3470790378007,39.4074074074074,-47.9396716303933
0804860,JULESBURG SCHOOL DISTRICT NO. RE1,JULESBURG,CO,683,FALSE,FALSE,0,0.874519846350832,0.874519846350832,5545.02287234043,4859.07324364723,-0.123705464248819,1,0,-1,13.5172413793103,33.7283950617284,1.49521289997481,0,0,,0,0,,,18,
0805100,NORTH CONEJOS SCHOOL DISTRICT NO. RE1J,LA JARA,CO,55,FALSE,FALSE,0.047976011994003,0.0975177304964539,0.0495417185024509,3536.66674463938,1809.25898305085,-0.488428197032363,1,0,-1,13.0094574994026,24.6636771300448,0.895826719229253,0.129332643559234,0,-1,0,0,,97.5,,
0805370,ST. VRAIN VALLEY SCHOOL DISTRICT NO. RE1J,LONGMONT,CO,105,FALSE,FALSE,0.0453207150368034,0.00713024582371316,-0.0381904692130902,3255.688072018,6921.20081818182,1.12587958830214,1,1,0,46.0452804428199,3.88888888888889,-0.91554207398697,0.0643744993918538,0.037037037037037,-0.424662911759686,0.265507727906494,0.148148148148148,-0.442019449617215,86.3578517221249,,
0805400,THOMPSON SCHOOL DISTRICT R-2J,LOVELAND,CO,120,FALSE,FALSE,0.0176611580673647,0.0136085280108868,-0.00405263005647788,3742.38973929023,6984.71195121951,0.866377485457786,0.75,1,0.333333333333333,21.5537576381218,8.22481151473612,-0.618404750910392,0.170724334379723,0.0635208711433757,-0.627933115837528,0.581327752586909,0.725952813067151,0.248784029038113,78.8571428571429,22,-56.8571428571429
0805760,MONTE VISTA SCHOOL DISTRICT NO. C-8,MONTE VISTA,CO,117,FALSE,FALSE,0.0761421319796954,0.191489361702128,0.115347229722432,3637.32866799205,3551.60636363636,-0.0235673792995467,0.666666666666667,1,0.5,14.8858750599496,25.2615384615385,0.697014005545743,0.124882922260381,0,-1,0.249765844520762,0,-1,92,,
0805790,MONTROSE COUNTY SCHOOL DISTRICT RE-1J,MONTROSE,CO,19,FALSE,FALSE,0.0292989187303802,0.00562629552857566,-0.0236726232018045,3769.85965088757,9130.07,1.42185939146313,0.857142857142857,0,-1,20.778691576084,9.54773869346734,-0.540503372962296,0.0969052829009065,0,-1,0.0812753985620507,0,-1,75.9125799573561,,
0806120,"PUEBLO SCHOOL DISTRICT NO. 60, IN THE COUNTY OF PUEBLO",PUEBLO,CO,180,FALSE,TRUE,0.0385245007093747,0.0206777713957496,-0.0178467293136251,4271.72374003751,2765.36111111111,-0.352635779043419,1,0,-1,17.9628606561105,16.0243407707911,-0.107918216504119,0.246465233391439,0.166666666666667,-0.3237721021611,0.819291109819872,0.333333333333333,-0.593144208037825,71.3427787934187,,
0806330,SALIDA SCHOOL DISTRICT NO. R-32,SALIDA,CO,30,FALSE,FALSE,0,0.0440528634361234,0.0440528634361234,4560.60479262673,2556.64413793103,-0.439406777350136,0.666666666666667,0,-1,12.4559851795671,15,0.204240353834569,0.0209599664640537,0,-1,0.209599664640537,0,-1,97.5,,
0806480,SCHOOL DISTRICT NO. 3 IN THE COUNTY OF EL PASO,COLORADO SPRINGS,CO,62,FALSE,FALSE,0.0161973585846001,0.0132819194515853,-0.00291543913301479,3270.50057813519,6721.7073015873,1.05525335984498,1,1,0,18.7142576963889,10.3333333333333,-0.447836323461162,0.159654015601633,0.333333333333333,1.08784810126582,0.444606119396952,0.666666666666667,0.499454545454545,84.0344827586207,,
0806540,SHERIDAN SCHOOL DISTRICT NO. 2,SHERIDAN,CO,147,FALSE,FALSE,0,0.175627240143369,0.175627240143369,5076.4375,2078.05333333333,-0.590647312542835,1,1,0,14.8261448574569,36.75,1.47872932264765,0.521626297577855,0.25,-0.52072968490879,0.064878892733564,0,-1,82,,
0806660,STEAMBOAT SPRINGS SCHOOL DISTRICT NO. RE 2,STEAMBOAT SPRINGS,CO,24,FALSE,FALSE,0,0.0192307692307692,0.0192307692307692,5901.34330605565,6204.74074074074,0.0514115886757111,1,1,0,16.0115386882059,8,-0.500360324152181,0.0835502342529932,0.333333333333333,2.98961578400831,0.104112441436752,0,-1,97.5,,
0806750,STRASBURG SCHOOL DISTRICT 31J,STRASBURG,CO,5,FALSE,FALSE,0.0701219512195122,0.00829187396351576,-0.0618300772559964,2912.8151986755,25064.4725,7.60489622252631,1,0,-1,19.0678552446261,4.46428571428571,-0.765873735823336,0.12702445220705,0,-1,0.285805017465862,0,-1,87,,
0806810,SUMMIT SCHOOL DISTRICT NO. RE 1,FRISCO,CO,39,FALSE,FALSE,0,0.0257936507936508,0.0257936507936508,4822.73025641026,5879.21666666667,0.219063964618828,1,0,-1,16.8851978668041,10.2362204724409,-0.393775509580193,0.0763291139240506,0,-1,0.531645569620253,0.266666666666667,-0.498412698412698,92,,
0806900,ADAMS 12 FIVE STAR SCHOOLS,THORNTON,CO,659,FALSE,TRUE,0.0208306039565047,0.028237209700917,0.00740660574441231,6388.4259318452,2486.75265957447,-0.61074094211871,1,1,0,22.3469667402793,32.2237468076645,0.441974080069792,0.0551348478809619,0.0615474794841735,0.11630813994548,0.410797320123745,0.61694021101993,0.501811674024767,80.7361111111111,32,-48.7361111111111
0899160,MOUNTAIN BOCES,LEADVILLE,CO,111,FALSE,FALSE,0.794871794871795,1,0.205128205128205,,5252.74342342342,,,1,,,12.012987012987,,,0.108225108225108,,,0.108225108225108,,,,
0899200,CENTENNIAL BOCES,GREELEY,CO,152,FALSE,FALSE,1,0.821621621621622,-0.178378378378378,,679.735483870968,,,0,,,28.6792452830189,,,,,,,,,37,
0900070,AREA COOPERATIVE EDUCATIONAL,NORTH HAVEN,CT,404,FALSE,FALSE,0,0.350999131190269,0.350999131190269,7691.9938787024,24903.6846305419,2.23761108280328,1,0.25,-0.75,11.9295302013423,6.04518651569696,-0.493258626813588,0.102941176470588,0.0526315789473684,-0.488721804511278,0.220588235294118,0.0526315789473684,-0.76140350877193,,,
0900700,CAPITOL REGION EDUCATION COUNCIL,HARTFORD,CT,308,FALSE,FALSE,0,0.0761810536730151,0.0761810536730151,14624.1972649573,32340.7472937294,1.21145453030949,1,0.5,-0.5,12.0508478950959,3.41432406118004,-0.716673541073446,0.238160666849867,0.0730994152046784,-0.693066801619433,0.155038759689923,0.160818713450292,0.0372807017543859,89.7905759162304,,
0901020,DANBURY SCHOOL DISTRICT,DANBURY,CT,83,FALSE,FALSE,0.0189845474613687,0.0147608038413658,-0.00422374362000283,10990.9431407942,10990.943253012,1.02100267702952e-08,0.75,1,0.333333333333333,15.1694873890635,8.82978723404255,-0.417924481719243,0.14894709809964,0.196078431372549,0.316430020283976,0.503338469440164,0.0980392156862745,-0.805222088835534,82,,
0901260,EAST HARTFORD SCHOOL DISTRICT,EAST HARTFORD,CT,105,FALSE,FALSE,0.0388059701492537,0.0296861747243427,-0.00911979542491106,8582.81480324797,10404.9426229508,0.212299561562636,0.75,1,0.333333333333333,13.0558885139395,11.5384615384615,-0.116225485064296,0.155378486055777,0.526315789473684,2.38731443994602,0.254980079681275,0.315789473684211,0.238486842105263,86,,
0902310,MANCHESTER SCHOOL DISTRICT,MANCHESTER,CT,15,FALSE,TRUE,0,0.00517063081695967,0.00517063081695967,11868.2827956989,0,-1,1,0,-1,10.3894605374442,13.6363636363636,0.312518930816222,0.168180289270098,0,-1,0.373528422468887,0,-1,87,,
0902490,MIDDLETOWN SCHOOL DISTRICT,MIDDLETOWN,CT,18,FALSE,FALSE,0,0.00798226164079823,0.00798226164079823,29862.0854643629,0,-1,0.666666666666667,0,-1,12.6458836752376,18,0.423388073325912,0.0875225644111372,0,-1,0.426672501504294,0,-1,90,,
0902580,MONTVILLE SCHOOL DISTRICT,OAKDALE,CT,25,FALSE,FALSE,0.0145502645502646,0.0191864927091328,0.00463622815886822,10760.8460329929,21069.2068965517,0.957950781188876,1,0,-1,10.977825459045,6.57894736842105,-0.400705777937063,0.0133634009855508,0.105263157894737,6.87697368421053,0.233859517247139,0,-1,87,,
0902670,NEW BRITAIN SCHOOL DISTRICT,NEW BRITAIN,CT,74,FALSE,FALSE,0,0.0167914681189017,0.0167914681189017,6877.89615366706,11008.0064102564,0.600490348256759,0.8,1,0.25,15.3302942582923,16.5574324324324,0.0800466157703664,0.118466898954704,0,-1,0.205574912891986,0,-1,66,,
0902790,NEW HAVEN SCHOOL DISTRICT,NEW HAVEN,CT,804,FALSE,TRUE,0.129087779690189,0.1003996003996,-0.0286881792905889,7637.35347338403,10879.0431343284,0.424451961303288,1,1,0,12.4185602549067,8.64906001027258,-0.303537621693685,0.216204869857263,0.14,-0.352466019417476,0.235096557514694,0.18,-0.234357142857143,76.8952668680765,92,15.1047331319235
0902970,NORTH BRANFORD SCHOOL DISTRIC,NORTHFORD,CT,4,FALSE,FALSE,0,0.0035650623885918,0.0035650623885918,6388.48121645796,534.5,-0.916333791727676,1,0,-1,11.3075363531,4,-0.646253624565762,0.10289990645463,0,-1,0.271281571562208,0,-1,92,,
0903090,NORWALK SCHOOL DISTRICT,NORWALK,CT,66,FALSE,TRUE,0.0269386184337118,0.0118321979204016,-0.0151064205133102,9690.21775362319,13780.2608695652,0.42207958788261,1,1,0,12.9803383091574,7.25274725274725,-0.441251292531371,0,0,,0.37870818430465,0.151515151515152,-0.599915824915825,89.4350649350649,,
0903120,NORWICH SCHOOL DISTRICT,NORWICH,CT,9,FALSE,TRUE,0.0675965665236052,0.0077120822622108,-0.0598844842613944,6901.08024691358,0,-1,1,1,0,12.776711208072,,,0.0444444444444444,0,-1,0.344444444444444,0,-1,,,
0903330,PLYMOUTH SCHOOL DISTRICT,TERRYVILLE,CT,16,FALSE,FALSE,0,0.0184757505773672,0.0184757505773672,6259.74501730104,4735.21166666667,-0.243545599129162,1,1,0,11.1513772175537,,,0.0144092219020173,0,-1,0.172910662824207,0,-1,92,,
0903750,REGIONAL SCHOOL DISTRICT 08,HEBRON,CT,10,FALSE,FALSE,0,0.00576036866359447,0.00576036866359447,7065.97001153403,13444.4444444444,0.902703297990031,1,0,-1,11.3043150314771,10,-0.115382049053412,0.0664652567975831,0,-1,0.0785498489425982,0,-1,94,,
0903810,RIDGEFIELD SCHOOL DISTRICT,RIDGEFIELD,CT,2,FALSE,FALSE,0,0.000657030223390276,0.000657030223390276,8786.17820757826,26994.2475,2.07235374269064,1,0,-1,13.5065985677831,10,-0.259621143708772,0.045773573390296,0,-1,0,0,,98,,
0904170,SOUTH WINDSOR SCHOOL DISTRICT,SOUTH WINDSOR,CT,7,FALSE,FALSE,0,0.00290095317032739,0.00290095317032739,10481.078946932,0,-1,1,0,-1,12.014991532252,7,-0.417394512413112,0.0230172629472104,0,-1,0.245183887915937,0,-1,97,,
0904440,STRATFORD SCHOOL DISTRICT,STRATFORD,CT,11,FALSE,FALSE,0,0.00330827067669173,0.00330827067669173,8978.2136059143,0,-1,1,1,0,14.2674884946741,,,0.0267463112379084,0,-1,0.31649801631525,0,-1,95.6978998384491,,
0904740,WALLINGFORD SCHOOL DISTRICT,WALLINGFORD,CT,13,FALSE,FALSE,0,0.00382577987051207,0.00382577987051207,6954.6512455516,31419.25,3.51773193085659,1,0,-1,12.4166097464551,4.26229508196721,-0.656726339234098,0.0666666666666667,0,-1,0.350877192982456,0.571428571428571,0.628571428571429,93.3486430062631,,
0904920,WEST HARTFORD SCHOOL DISTRICT,WEST HARTFORD,CT,28,FALSE,FALSE,0,0.00540019286403086,0.00540019286403086,7294.63876094145,0,-1,1,0,-1,13.0355501961402,,,0.044033621981259,0,-1,0.147286624850809,0,-1,97.0320781032078,,
1000180,CAESAR RODNEY SCHOOL DISTRICT,WYOMING,DE,120,FALSE,TRUE,0.0170610897083104,0.0283018867924528,0.0112407970841424,4048.08490537084,12424.3828125,2.06920015339002,1,0,-1,16.061845382884,8,-0.501925226566739,0.119416187527643,0.307692307692308,1.57663817663818,0.225563909774436,0.153846153846154,-0.317948717948718,90,,
1000680,INDIAN RIVER SCHOOL DISTRICT,SELBYVILLE,DE,50,FALSE,TRUE,0.0815123987232998,0.0107596298687325,-0.0707527688545673,8200.68660952805,87688.1339583333,9.69277953585643,1,1,0,14.2761187211468,3.84615384615385,-0.73058826973352,0.166077738515901,0.571428571428571,2.44072948328268,0.222614840989399,0.214285714285714,-0.0374149659863946,90.5607142857143,,
1000810,LAUREL SCHOOL DISTRICT,LAUREL,DE,6,FALSE,FALSE,0,0.00552486187845304,0.00552486187845304,5241.08364522417,7152.05894736842,0.364614539950261,1,1,0,16.1205764097431,6,-0.627804872016011,0.0555555555555556,0,-1,0.0694444444444445,0,-1,77,,
1001300,RED CLAY CONSOLIDATED SCHOOL DISTRICT,WILMINGTON,DE,1099,FALSE,TRUE,0.0684527188103076,0.11598944591029,0.0475367270999826,7881.98021474243,11398.0016442049,0.446083513745197,1,0.666666666666667,-0.333333333333333,15.4139190684616,17.1559665122563,0.113017814357095,0.0871459694989107,0.0666666666666667,-0.235,0.0246187363834423,0.0133333333333333,-0.458407079646018,90.2663839629915,97.5,7.23361603700847
1100030,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,WASHINGTON,DC,741,FALSE,TRUE,0.0265898921734028,0.0272938229769052,0.000703930803502454,13435.1499520754,8790.62581241744,-0.345699464183539,0.862745098039216,0.666666666666667,-0.227272727272727,14.1148197237519,18.2821514812522,0.295245128103741,0.166283335933607,0.0412371134020619,-0.752006939417389,0.209781727957644,0.43298969072165,1.06400097347407,66.8294718485302,37,-29.8294718485302
1200030,ALACHUA,GAINESVILLE,FL,575,FALSE,FALSE,0,0.0411625742716014,0.0411625742716014,2005.96680954552,2998.86892123288,0.494974347014399,0.736842105263158,0.333333333333333,-0.547619047619048,19.6130548172692,28.8592713592714,0.471431739122091,0.135629544584768,0.0769230769230769,-0.432844243792325,0.495981630309989,0.423076923076923,-0.146990740740741,84.7183271832718,14.9715302491103,-69.7467969341615
1200090,BAY,PANAMA CITY,FL,676,FALSE,FALSE,0,0.0501744229199139,0.0501744229199139,3084.59964948291,5428.99963072378,0.760033796163428,0.647058823529412,0.6,-0.0727272727272728,18.5701488208373,12.4594106280193,-0.329062424419625,0.113484770744904,0.140845070422535,0.241092258441731,0.595487973630611,0.503018108651911,-0.15528418553094,78.2197062423501,32,-46.2197062423501
1200150,BREVARD,VIERA,FL,196,FALSE,FALSE,0.00177935943060498,0.00594353640416048,0.00416417697355549,3474.66695657572,9435.34326633166,1.71546694524939,0.96551724137931,0.333333333333333,-0.654761904761905,18.4181311521376,6.88350340136055,-0.626264828689656,0.0452646239554318,0,-1,0.378365831012071,0.28,-0.259975460122699,86.5991995425958,,
1200180,BROWARD,FORT LAUDERDALE,FL,6007,FALSE,TRUE,0.0251440975505472,0.0448615021545769,0.0197174046040297,3228.16021298239,4365.32809658148,0.352265008107667,0.752475247524752,0.529411764705882,-0.296439628482972,20.7404329075023,76.9750830205479,2.71135372939609,0.0867109305321574,0.0627177700348432,-0.276702837232454,0.50523568856737,0.421602787456446,-0.16553244951494,86.903355704698,7.79496527777778,-79.1083904269202
1200240,CHARLOTTE,PORT CHARLOTTE,FL,18,FALSE,FALSE,0,0.00191062519902346,0.00191062519902346,3239.80805748155,8652.66666666667,1.67073435004442,0.7,0,-1,20.7269195611692,4.5,-0.782891037584258,0.0931007448059584,0,-1,0.426303410427283,0,-1,86.6137957911146,,
1200270,CITRUS,INVERNESS,FL,172,FALSE,FALSE,0,0.0211120657910887,0.0211120657910887,3734.62005485394,8364.02657303371,1.23959236821504,0.875,0.5,-0.428571428571429,16.7842779701039,7.49242424242424,-0.55360461404597,0.0811101124580748,0.0434782608695652,-0.463960047003525,0.521735317973563,0,-1,80.3560257589697,,
1200300,CLAY,GREEN COVE SPRINGS,FL,183,FALSE,FALSE,0,0.0102999943715878,0.0102999943715878,3730.67689149895,11037.1966292135,1.95849706372692,0.8125,1,0.230769230769231,16.6755724496742,7.32,-0.561034559857463,0.093370862855479,0.12396694214876,0.327683373137919,0.352324565660487,0.12396694214876,-0.648145618468684,84.2542979942694,22,-62.2542979942693
1200330,COLLIER,NAPLES,FL,600,FALSE,FALSE,0.00886481162275302,0.0264701989676622,0.0176053873449092,3981.04449377092,2858.37566889632,-0.282003586403322,0.909090909090909,0.142857142857143,-0.842857142857143,17.671264350217,12.4643765903308,-0.294652813556166,0.107168506672457,0.0434782608695652,-0.594300021344428,0.182887111051726,0.304347826086957,0.664129442128251,88.5683534743203,2.5,-86.0683534743203
1200360,COLUMBIA,LAKE CITY,FL,72,FALSE,FALSE,0,0.0153518123667377,0.0153518123667377,3451.01365372098,9130.76888888889,1.6458223018167,0.8,0,-1,16.5608572060312,8,-0.516933217859849,0.246698592366855,0.235294117647059,-0.0462283737024222,0.290233638078653,0.235294117647059,-0.189294117647059,64.7913561847988,,
1200390,DADE,MIAMI,FL,3458,FALSE,FALSE,0.0146343908184233,0.0201159956487089,0.00548160483028557,2989.33764986579,2887.50028968714,-0.034066864338067,0.728323699421965,0.2,-0.725396825396826,21.9280755089222,39.9243711239896,0.820696536170944,0.130854169310826,0.054945054945055,-0.580104667398557,0.513643863434446,0.494505494505495,-0.0372599972303456,82.235476310062,9.99870045484081,-72.2367758552212
1200420,DESOTO,ARCADIA,FL,59,FALSE,FALSE,0.0544130248500428,0.0258092738407699,-0.0286037510092729,3050.24500897666,3104.58646153846,0.0178154385637474,1,0,-1,16.616529036893,12.5,-0.247736998969716,0.2741186324526,0.5,0.824027777777777,0.487322013249067,0,-1,67,,
1200480,DUVAL,JACKSONVILLE,FL,3079,FALSE,FALSE,0.00905072958304897,0.0499975642628648,0.0409468346798158,2895.10187911936,3152.69173757714,0.088974367470663,0.770491803278689,0.333333333333333,-0.567375886524823,19.3812538472296,22.1474917577633,0.142727500105939,0.166942696257039,0.258620689655172,0.549158456486043,0.525670751904604,0.35632183908046,-0.322157761698861,82.7550311791383,9.86874154262517,-72.8862896365132
1200510,ESCAMBIA,PENSACOLA,FL,444,FALSE,FALSE,0.0246227859173409,0.0224072672218017,-0.00221551869553925,3089.89867603706,4596.89882863341,0.487718307491281,0.8,0.285714285714286,-0.642857142857143,19.3880978182354,15.162855450237,-0.217929701387438,0.212643786535923,0.416666666666667,0.959458460810831,0.541556976306882,0.625,0.154079861111111,70.4368894099258,7.5,-62.9368894099258
1200540,FLAGLER,BUNNELL,FL,5,FALSE,FALSE,0,0.000837240455458808,0.000837240455458808,3567.60125899883,16182.6666666667,3.53600766785467,0.666666666666667,0,-1,20.3513519634484,,,0.092411951945785,,,0.941232843892255,,,79.9757383966245,,
1200570,FRANKLIN,EASTPOINT,FL,17,FALSE,FALSE,0,0.0178384050367261,0.0178384050367261,3768.13426439232,6321.62866666667,0.677654834755772,1,0,-1,15.344262295082,17,0.107905982905983,0.180327868852459,0,-1,0.475409836065574,0,-1,72,,
1200600,GADSDEN,QUINCY,FL,274,FALSE,FALSE,0.0494862087614927,0.100256128796195,0.050769920034702,3041.28908531583,3602.49981949459,0.184530545579646,0.666666666666667,0.333333333333333,-0.5,16.4909438685606,14.691858506457,-0.109095354180027,0.166089965397924,0.117647058823529,-0.291666666666667,0.505190311418685,0.647058823529412,0.280821917808219,67,,
1200750,HARDEE,WAUCHULA,FL,16,FALSE,FALSE,0.0107204116638079,0.00634165675782798,-0.00437875490597991,3202.27295690343,13262.2941176471,3.14152519042961,0.5,0,-1,19.4939227772095,5.33333333333333,-0.726410461645586,0.031496062992126,0,-1,0.622047244094488,1,0.607594936708861,65,,
1200780,HENDRY,LABELLE,FL,105,FALSE,FALSE,0,0.0304259634888438,0.0304259634888438,3397.55732915548,3457.748,0.0177158661394792,0,0,,18.1096287021402,26.5380952380952,0.465413547377641,0.217391304347826,0,-1,0.494565217391304,0,-1,71.6696035242291,,
1200810,HERNANDO,BROOKSVILLE,FL,66,FALSE,FALSE,0,0.00645855758880517,0.00645855758880517,3453.13972890679,8933.11180555556,1.58695347042433,0.6,1,0.666666666666667,17.1384256671564,6.6,-0.614900450707788,0.137645107794362,0,-1,0.275290215588723,0.5,0.816265060240964,77.7651685393258,,
1200840,HIGHLANDS,SEBRING,FL,10,FALSE,FALSE,0,0.0014883167137967,0.0014883167137967,3515.46057586155,0,-1,0.888888888888889,0,-1,16.4609838034166,,,0.12290142660949,,,0.57176490372488,,,65.935790725327,,
1200870,HILLSBOROUGH,TAMPA,FL,2497,FALSE,FALSE,0.0118418189033836,0.0246493124450894,0.0128074935417058,190.609756052467,3215.42292595541,15.86914139416,0.850574712643678,0.363636363636364,-0.572481572481573,16.9067310013503,22.8016318572186,0.348671831082988,0.148407291474867,0.180505415162455,0.216284007130636,0.00644448536181182,0.180505415162455,27.0092831356369,80.8369202082201,4.77251624883937,-76.0644039593807
1200900,HOLMES,BONIFAY,FL,30,FALSE,FALSE,0,0.0134831460674157,0.0134831460674157,4042.08828025478,6155.7,0.522900929717448,1,0,-1,13.6830492672245,15,0.0962468750244147,0.137353433835846,1,6.28048780487805,0.522613065326633,0,-1,77,,
1200930,INDIAN RIVER,VERO BEACH,FL,51,FALSE,FALSE,0,0.00550280535174795,0.00550280535174795,3446.4848542306,15942.0169811321,3.62558741889234,0.875,0,-1,19.0079194740018,5.1,-0.731690782519594,0.0866624392306066,0.1,0.15390243902439,0,0,,80.3479576399395,,
1200960,JACKSON,MARIANNA,FL,98,FALSE,FALSE,0,0.029491423412579,0.029491423412579,3588.78966840052,10873.5629473684,2.02986910687765,0.857142857142857,0.5,-0.416666666666667,16.5242893389387,6.30769230769231,-0.618277544146571,0.136619798485797,0.153846153846154,0.126089743589744,0.426936870268116,0.307692307692308,-0.279302564102564,74.5514511873351,,
1201050,LAKE,TAVARES,FL,414,FALSE,FALSE,0.0116835200874556,0.0193675149700599,0.00768399488260429,3151.40756685136,3182.48142857143,0.00986031195930453,0.95,0.2,-0.789473684210526,18.7780171166221,21.0391432133951,0.1204134644638,0.169086399036971,0.0833333333333333,-0.507155313449472,0.184215806080946,0,-1,81.4472324723247,17,-64.4472324723247
1201080,LEE,FORT MYERS,FL,1470,FALSE,FALSE,0.0146263690558713,0.034838250977604,0.0202118819217326,3302.85683815702,4086.10284366577,0.237141978562353,0.891891891891892,0.666666666666667,-0.252525252525253,18.5735176514892,38.5950553395962,1.07796153985411,0.137501582941251,0.152417902175419,0.108481072836386,0.39549178331726,0.387972841901067,-0.0190116248512852,85.1179441473559,8.22679509632224,-76.8911490510337
1201110,LEON,TALLAHASSEE,FL,1029,FALSE,TRUE,0.0159580802667619,0.0627439024390244,0.0467858221722625,3217.68691823483,4710.42899516908,0.463917750504188,0.75,0.333333333333333,-0.555555555555556,18.7109319734494,15.1304906937394,-0.191355582115876,0.154767948272637,0.2303567745927,0.488401036285018,0.42482699655329,0.247473705918746,-0.417471799281704,90.9107871720117,54.4594594594595,-36.4513277125522
1201140,LEVY,BRONSON,FL,113,FALSE,FALSE,0.0350144555091552,0.0334220644779651,-0.00159239103119006,3765.83702611367,4590.11159292035,0.218882166458842,0.75,1,0.333333333333333,16.3801419385974,18.8333333333333,0.149766186638187,0.0371175566042738,0,-1,0.62569595418633,0,-1,74.8531855955679,,
1201170,LIBERTY,BRISTOL,FL,125,FALSE,FALSE,0.0325497287522604,0.271739130434783,0.239189401682522,4204.8730952381,3783.18418604651,-0.100285763598701,1,0,-1,12.8846153846154,6.42715617715618,-0.501175938489371,0.260078023407022,0.701492537313433,1.69723880597015,0.606848721283052,0.0597014925373134,-0.901620469083156,77,,
1201200,MADISON,MADISON,FL,100,FALSE,FALSE,0.00445544554455446,0.134952766531714,0.130497320987159,3749.903437014,4697.19633663366,0.252617944843397,0.333333333333333,0,-1,16.4527027027027,7.15393939393939,-0.565181507062411,0.268456375838926,0.615384615384615,1.29230769230769,0.778523489932886,0.0384615384615385,-0.950596816976127,82,,
